用户ID,商品名称,购买数量
5670,商品51,4
5670,商品5,9
5670,商品12,2
5670,商品54,9
5670,商品41,3
5670,商品18,3
5670,商品32,7
5670,商品76,5
5671,商品8,6
5671,商品39,7
5671,商品90,5
5671,商品34,6
5671,商品32,8
5671,商品14,8
5671,商品47,6
5672,商品51,6
5672,商品59,10
5672,商品55,6
5672,商品1,5
5672,商品12,1
5672,商品8,9
5672,商品106,8
5672,商品66,1
5672,商品18,10
5672,商品34,8
5672,商品70,5
5672,商品26,10
5673,商品12,3
5673,商品8,7
5673,商品25,6
5674,商品53,6
5675,商品59,8
5675,商品8,7
5675,商品82,9
5675,商品79,1
5675,商品70,9
5676,商品59,10
5676,商品32,5
5677,商品30,8
5677,商品55,1
5677,商品12,4
5677,商品98,3
5678,商品51,4
5678,商品33,9
5678,商品5,3
5678,商品60,8
5678,商品43,5
5678,商品93,7
5678,商品8,7
5678,商品15,4
5678,商品6,1
5678,商品69,9
5678,商品66,5
5678,商品136,7
5678,商品56,8
5678,商品14,5
5678,商品122,3
5678,商品36,10
5679,商品8,3
5679,商品20,6
5680,商品32,10
5681,商品50,10
5682,商品30,6
5682,商品60,4
5682,商品43,9
5682,商品93,4
5682,商品28,7
5682,商品126,2
5682,商品32,7
5682,商品20,9
5682,商品46,10
5682,商品109,2
5683,商品31,2
5683,商品114,4
5683,商品33,5
5683,商品12,3
5683,商品8,8
5683,商品27,2
5683,商品28,8
5683,商品99,2
5683,商品46,3
5684,商品12,4
5685,商品12,3
5685,商品8,2
5685,商品27,4
5685,商品6,9
5685,商品10,9
5685,商品40,5
5685,商品46,1
5686,商品43,7
5686,商品8,7
5686,商品66,9
5686,商品121,7
5686,商品36,5
5687,商品9,5
5687,商品32,5
5687,商品20,6
5687,商品50,1
5687,商品47,8
5687,商品26,7
5688,商品51,6
5688,商品59,6
5688,商品5,3
5688,商品43,4
5688,商品94,3
5688,商品8,10
5688,商品27,8
5688,商品6,8
5688,商品61,1
5688,商品76,9
5688,商品103,9
5688,商品36,7
5689,商品12,3
5689,商品15,5
5689,商品32,8
5689,商品20,10
5689,商品130,8
5689,商品133,2
5689,商品77,1
5689,商品57,8
5689,商品36,10
5690,商品59,1
5691,商品124,3
5691,商品8,10
5691,商品98,7
5691,商品52,6
5691,商品40,9
5691,商品35,5
5691,商品36,2
5692,商品59,8
5692,商品12,10
5692,商品8,5
5692,商品15,5
5692,商品61,10
5692,商品69,3
5692,商品70,1
5692,商品131,7
5692,商品7,6
5692,商品130,3
5692,商品58,7
5692,商品29,5
5692,商品148,2
5693,商品64,5
5693,商品18,1
5693,商品58,10
5693,商品36,2
5693,商品53,10
5694,商品12,3
5694,商品10,2
5694,商品3,4
5694,商品92,4
5694,商品20,4
5695,商品13,1
5695,商品18,1
5695,商品52,3
5695,商品7,4
5695,商品25,1
5695,商品32,6
5696,商品78,9
5696,商品52,10
5697,商品33,7
5697,商品8,9
5697,商品91,9
5697,商品66,5
5697,商品52,2
5697,商品151,5
5697,商品116,6
5697,商品68,1
5697,商品58,4
5698,商品43,10
5698,商品8,6
5698,商品13,9
5698,商品79,1
5698,商品18,7
5698,商品24,9
5699,商品31,5
5699,商品33,9
5699,商品30,10
5699,商品1,10
5699,商品5,3
5699,商品43,9
5699,商品12,4
5699,商品27,9
5699,商品64,7
5699,商品61,1
5699,商品106,1
5699,商品10,6
5699,商品79,4
5699,商品91,7
5699,商品84,5
5699,商品66,2
5699,商品24,9
5699,商品2,4
5699,商品75,2
5699,商品139,7
5699,商品32,2
5699,商品35,8
5699,商品88,10
5700,商品55,1
5701,商品19,1
5701,商品78,2
5701,商品25,1
5701,商品32,7
5701,商品53,5
5702,商品31,1
5702,商品51,7
5702,商品33,9
5702,商品1,8
5702,商品43,8
5702,商品12,8
5702,商品79,7
5702,商品16,9
5702,商品36,8
5703,商品40,8
5703,商品32,2
5704,商品12,10
5704,商品18,1
5704,商品20,1
5705,商品93,8
5705,商品12,6
5705,商品32,6
5705,商品35,2
5706,商品40,1
5706,商品50,1
5706,商品103,3
5706,商品36,5
5707,商品1,6
5707,商品43,2
5707,商品8,8
5707,商品6,3
5707,商品61,8
5707,商品13,2
5707,商品18,8
5707,商品28,8
5707,商品14,9
5708,商品55,8
5709,商品33,1
5709,商品1,8
5709,商品43,3
5709,商品12,2
5709,商品15,8
5709,商品45,6
5709,商品7,8
5710,商品8,1
5710,商品24,6
5710,商品28,9
5710,商品34,1
5710,商品22,5
5711,商品33,1
5711,商品8,1
5711,商品2,7
5711,商品152,2
5711,商品7,2
5711,商品32,3
5711,商品58,7
5711,商品53,3
5712,商品53,7
5713,商品1,6
5713,商品43,4
5713,商品3,5
5713,商品68,8
5713,商品14,9
5713,商品47,10
5714,商品1,10
5714,商品43,4
5714,商品94,8
5714,商品12,9
5714,商品15,9
5714,商品61,8
5714,商品141,2
5714,商品133,2
5714,商品47,9
5715,商品33,6
5715,商品6,10
5715,商品61,3
5715,商品44,2
5715,商品32,10
5715,商品22,10
5716,商品20,8
5717,商品86,4
5718,商品12,8
5718,商品8,1
5718,商品6,2
5719,商品59,7
5719,商品43,5
5719,商品8,4
5719,商品19,4
5719,商品91,8
5719,商品100,10
5719,商品53,5
5720,商品8,4
5721,商品30,8
5721,商品5,7
5721,商品9,6
5721,商品43,8
5721,商品12,9
5721,商品8,2
5721,商品6,7
5721,商品61,5
5721,商品141,9
5722,商品51,5
5722,商品124,9
5722,商品5,3
5722,商品18,7
5722,商品3,8
5722,商品25,5
5722,商品20,7
5722,商品128,10
5722,商品57,6
5722,商品53,10
5723,商品43,9
5723,商品94,9
5723,商品12,5
5723,商品8,2
5723,商品39,4
5723,商品61,1
5723,商品53,10
5724,商品33,8
5724,商品9,6
5724,商品8,7
5724,商品18,2
5724,商品52,8
5724,商品40,4
5724,商品2,10
5724,商品3,3
5724,商品25,10
5724,商品36,4
5725,商品72,1
5725,商品30,2
5725,商品12,8
5725,商品61,1
5725,商品73,8
5725,商品70,8
5725,商品26,4
5726,商品32,10
5727,商品43,1
5727,商品94,9
5727,商品8,5
5727,商品15,8
5727,商品27,10
5727,商品18,6
5727,商品32,10
5727,商品26,4
5727,商品48,3
5728,商品51,10
5728,商品8,7
5728,商品2,6
5728,商品28,3
5728,商品35,3
5728,商品58,10
5729,商品40,5
5729,商品32,3
5729,商品50,6
5729,商品95,9
5729,商品36,2
5730,商品51,9
5730,商品1,2
5730,商品9,9
5730,商品8,8
5730,商品64,8
5730,商品66,8
5730,商品52,1
5730,商品3,6
5730,商品86,7
5731,商品6,5
5731,商品18,3
5732,商品9,6
5732,商品43,4
5732,商品12,6
5732,商品8,3
5732,商品15,9
5732,商品61,1
5732,商品98,6
5732,商品66,4
5732,商品132,5
5732,商品7,10
5732,商品42,1
5733,商品51,3
5733,商品8,1
5733,商品6,9
5733,商品69,7
5733,商品66,6
5733,商品52,5
5733,商品46,3
5733,商品47,3
5733,商品26,1
5733,商品36,9
5734,商品71,6
5734,商品33,7
5734,商品1,3
5734,商品12,5
5734,商品8,5
5734,商品6,10
5734,商品61,1
5734,商品20,2
5734,商品26,6
5734,商品100,2
5734,商品22,7
5735,商品124,5
5735,商品8,7
5735,商品64,2
5735,商品106,1
5735,商品91,10
5735,商品18,5
5735,商品68,4
5735,商品14,1
5735,商品26,9
5735,商品38,6
5736,商品12,10
5736,商品15,4
5736,商品35,7
5736,商品46,8
5736,商品26,7
5737,商品124,9
5737,商品33,9
5737,商品1,7
5737,商品12,6
5737,商品8,6
5737,商品6,6
5737,商品79,3
5737,商品24,9
5737,商品58,9
5738,商品18,7
5739,商品33,4
5739,商品55,1
5739,商品63,2
5739,商品12,8
5739,商品61,3
5739,商品52,4
5739,商品50,5
5739,商品89,7
5739,商品88,6
5740,商品51,4
5740,商品43,1
5740,商品8,8
5740,商品6,9
5741,商品50,6
5742,商品6,8
5743,商品33,2
5743,商品55,4
5743,商品12,7
5743,商品79,7
5743,商品18,7
5743,商品40,7
5744,商品55,9
5744,商品53,6
5745,商品8,7
5745,商品27,9
5745,商品40,3
5746,商品31,1
5746,商品9,5
5746,商品8,6
5746,商品32,9
5747,商品36,10
5748,商品8,7
5748,商品141,9
5748,商品32,1
5748,商品36,6
5749,商品18,5
5749,商品50,1
5750,商品12,7
5750,商品8,2
5750,商品6,10
5750,商品61,7
5750,商品18,9
5750,商品47,9
5750,商品81,10
5751,商品51,10
5751,商品15,2
5752,商品51,2
5752,商品5,9
5752,商品43,3
5752,商品12,1
5752,商品8,8
5752,商品79,1
5752,商品66,1
5752,商品28,8
5752,商品3,4
5752,商品34,5
5752,商品151,1
5752,商品73,10
5752,商品92,1
5752,商品25,3
5752,商品166,6
5752,商品36,3
5753,商品50,7
5754,商品5,8
5754,商品60,7
5754,商品43,5
5754,商品12,3
5754,商品8,9
5754,商品10,1
5754,商品91,10
5754,商品24,2
5754,商品32,5
5754,商品46,5
5754,商品58,1
5754,商品53,3
5755,商品13,5
5755,商品32,3
5756,商品3,9
5756,商品14,7
5756,商品87,5
5757,商品8,3
5757,商品131,1
5758,商品6,8
5758,商品25,3
5758,商品50,9
5758,商品58,7
5759,商品41,3
5759,商品18,10
5759,商品32,3
5759,商品88,1
5760,商品63,8
5760,商品18,1
5760,商品40,8
5760,商品20,10
5761,商品50,9
5762,商品32,10
5763,商品8,6
5763,商品18,4
5763,商品36,4
5764,商品51,4
5764,商品12,6
5764,商品8,5
5764,商品6,2
5764,商品157,8
5764,商品79,1
5764,商品84,9
5764,商品140,7
5764,商品16,9
5764,商品70,10
5764,商品68,6
5764,商品35,7
5764,商品20,8
5764,商品46,9
5764,商品86,4
5765,商品59,5
5765,商品54,9
5765,商品24,7
5766,商品59,10
5766,商品9,2
5766,商品43,5
5766,商品27,2
5766,商品6,5
5766,商品61,3
5766,商品19,6
5766,商品66,8
5766,商品90,8
5766,商品3,3
5766,商品151,1
5767,商品72,6
5767,商品30,9
5767,商品2,7
5768,商品12,3
5768,商品58,2
5769,商品61,9
5770,商品69,6
5770,商品90,9
5770,商品92,2
5771,商品59,1
5771,商品55,2
5771,商品12,1
5771,商品8,5
5771,商品52,2
5771,商品3,2
5771,商品25,2
5771,商品20,9
5771,商品88,5
5772,商品1,1
5772,商品60,9
5772,商品27,1
5772,商品6,3
5772,商品32,1
5773,商品51,1
5773,商品22,8
5774,商品1,3
5774,商品12,5
5774,商品91,8
5774,商品66,6
5774,商品35,5
5774,商品22,8
5775,商品12,7
5775,商品82,6
5776,商品105,10
5776,商品14,5
5776,商品86,9
5776,商品101,5
5776,商品127,9
5777,商品51,1
5777,商品43,4
5777,商品78,5
5777,商品24,5
5777,商品90,8
5778,商品31,7
5778,商品9,5
5778,商品69,4
5778,商品25,6
5778,商品26,8
5779,商品33,4
5779,商品88,4
5780,商品12,3
5780,商品36,2
5781,商品33,4
5781,商品72,2
5781,商品1,1
5781,商品5,8
5781,商品60,9
5781,商品93,9
5781,商品8,6
5781,商品6,6
5781,商品61,4
5781,商品18,3
5781,商品40,10
5781,商品3,2
5781,商品70,5
5781,商品32,7
5781,商品168,1
5781,商品22,5
5782,商品33,9
5782,商品12,2
5782,商品64,9
5782,商品32,8
5783,商品71,10
5783,商品5,2
5783,商品15,7
5783,商品10,2
5783,商品66,9
5783,商品24,5
5783,商品40,3
5783,商品125,3
5783,商品35,9
5783,商品26,8
5783,商品53,5
5784,商品9,8
5784,商品8,1
5784,商品6,3
5784,商品113,10
5784,商品66,5
5784,商品46,1
5784,商品97,10
5785,商品51,10
5785,商品33,5
5785,商品59,4
5785,商品43,8
5785,商品12,5
5785,商品8,10
5785,商品18,10
5785,商品35,6
5785,商品50,7
5786,商品71,2
5786,商品30,2
5786,商品12,1
5786,商品6,10
5786,商品80,10
5787,商品12,3
5788,商品51,8
5788,商品1,3
5788,商品12,9
5789,商品5,7
5789,商品12,1
5789,商品8,4
5789,商品64,5
5789,商品25,7
5789,商品32,8
5789,商品50,1
5789,商品81,7
5790,商品71,7
5790,商品5,2
5790,商品36,2
5791,商品5,2
5791,商品18,10
5791,商品26,1
5791,商品77,3
5791,商品36,1
5792,商品50,7
5793,商品34,6
5793,商品95,9
5793,商品36,6
5794,商品25,1
5794,商品32,4
5795,商品8,4
5795,商品6,2
5795,商品20,9
5796,商品9,1
5796,商品12,4
5796,商品39,10
5796,商品113,3
5796,商品79,4
5796,商品24,2
5796,商品34,2
5796,商品7,4
5797,商品18,3
5797,商品7,4
5797,商品46,1
5797,商品14,1
5797,商品47,10
5798,商品8,6
5798,商品61,10
5798,商品66,9
5798,商品25,8
5798,商品32,9
5798,商品86,9
5798,商品22,5
5799,商品55,9
5799,商品60,5
5799,商品12,7
5800,商品32,8
5800,商品48,3
5801,商品61,9
5801,商品14,1
5801,商品58,9
5801,商品22,9
5802,商品156,6
5802,商品12,9
5802,商品21,7
5802,商品83,1
5803,商品93,1
5803,商品12,1
5804,商品51,6
5804,商品33,2
5804,商品59,3
5804,商品12,5
5804,商品8,1
5804,商品15,9
5804,商品6,9
5804,商品3,1
5804,商品35,6
5804,商品20,5
5805,商品51,8
5805,商品30,7
5805,商品1,6
5805,商品5,1
5805,商品60,2
5805,商品43,4
5805,商品8,2
5805,商品24,9
5805,商品52,2
5805,商品35,10
5805,商品20,6
5805,商品101,8
5806,商品43,1
5806,商品12,7
5806,商品8,4
5806,商品40,9
5806,商品101,4
5806,商品53,4
5807,商品43,10
5807,商品12,4
5807,商品15,4
5807,商品18,7
5807,商品28,3
5807,商品25,9
5807,商品130,7
5807,商品48,9
5808,商品59,3
5808,商品93,3
5808,商品12,5
5808,商品15,7
5808,商品64,7
5808,商品54,2
5808,商品19,2
5808,商品113,2
5808,商品79,7
5808,商品18,1
5808,商品7,6
5808,商品53,9
5809,商品8,7
5809,商品27,3
5809,商品32,5
5809,商品150,7
5809,商品22,7
5809,商品53,10
5810,商品71,5
5810,商品156,5
5810,商品5,2
5810,商品9,7
5810,商品93,2
5810,商品12,7
5810,商品8,6
5810,商品15,8
5810,商品27,6
5810,商品6,9
5810,商品98,6
5810,商品90,7
5810,商品3,3
5810,商品152,9
5810,商品20,2
5810,商品76,5
5810,商品17,3
5811,商品31,3
5811,商品124,9
5811,商品30,9
5811,商品12,8
5811,商品79,1
5811,商品24,10
5811,商品40,6
5811,商品132,10
5811,商品74,8
5811,商品159,6
5811,商品70,10
5811,商品32,4
5812,商品19,8
5812,商品25,3
5812,商品76,8
5812,商品101,6
5812,商品53,10
5813,商品79,3
5813,商品32,10
5814,商品9,5
5814,商品91,3
5814,商品78,6
5814,商品35,5
5815,商品5,8
5815,商品43,3
5815,商品66,3
5816,商品124,4
5816,商品156,7
5816,商品1,10
5816,商品8,3
5816,商品75,9
5816,商品132,4
5817,商品12,1
5817,商品24,2
5817,商品32,7
5817,商品20,4
5818,商品43,10
5818,商品12,8
5818,商品89,5
5818,商品109,3
5818,商品53,8
5819,商品155,5
5820,商品32,8
5821,商品3,10
5821,商品32,1
5822,商品31,8
5822,商品30,1
5822,商品9,8
5822,商品43,3
5822,商品12,10
5822,商品27,3
5822,商品6,4
5822,商品3,3
5822,商品34,9
5823,商品34,6
5824,商品51,3
5824,商品5,10
5824,商品39,7
5824,商品67,7
5824,商品162,7
5824,商品25,4
5824,商品32,6
5824,商品20,1
5825,商品33,6
5825,商品43,1
5825,商品12,2
5825,商品61,10
5825,商品3,9
5825,商品135,3
5825,商品50,10
5825,商品53,7
5826,商品66,2
5826,商品40,7
5827,商品13,10
5827,商品40,7
5827,商品121,2
5827,商品53,2
5828,商品50,9
5828,商品53,3
5829,商品31,5
5829,商品124,5
5829,商品59,8
5829,商品1,8
5829,商品6,5
5829,商品61,8
5829,商品79,10
5829,商品84,4
5829,商品32,4
5830,商品59,9
5830,商品5,2
5830,商品6,4
5830,商品34,2
5830,商品25,5
5830,商品150,1
5831,商品8,5
5832,商品5,6
5832,商品8,7
5832,商品54,10
5832,商品18,2
5833,商品59,3
5833,商品5,8
5833,商品6,10
5833,商品24,9
5833,商品35,7
5834,商品43,9
5834,商品12,9
5834,商品86,7
5835,商品1,4
5835,商品32,8
5835,商品68,1
5836,商品127,3
5837,商品9,1
5838,商品71,10
5838,商品9,10
5838,商品6,9
5838,商品91,7
5838,商品25,3
5838,商品32,7
5838,商品58,9
5839,商品47,1
5839,商品36,3
5840,商品54,8
5840,商品19,8
5840,商品65,9
5840,商品68,8
5841,商品54,10
5842,商品1,2
5842,商品9,5
5842,商品60,2
5842,商品118,10
5842,商品24,8
5842,商品40,9
5842,商品14,7
5842,商品47,5
5842,商品38,7
5842,商品36,7
5843,商品78,5
5843,商品24,6
5843,商品83,10
5843,商品46,6
5843,商品26,4
5843,商品86,3
5843,商品108,2
5844,商品46,7
5844,商品26,10
5845,商品18,4
5846,商品24,1
5846,商品52,6
5847,商品5,4
5847,商品9,5
5847,商品60,10
5847,商品78,7
5847,商品24,1
5848,商品26,8
5849,商品8,2
5849,商品79,8
5849,商品40,7
5849,商品120,3
5850,商品6,9
5851,商品7,9
5851,商品83,8
5852,商品32,7
5853,商品39,5
5853,商品69,4
5853,商品139,7
5854,商品59,3
5854,商品43,8
5854,商品12,7
5854,商品40,10
5855,商品13,2
5855,商品162,6
5855,商品18,6
5855,商品7,3
5855,商品25,7
5855,商品32,5
5855,商品68,1
5855,商品110,2
5856,商品34,6
5856,商品7,7
5857,商品31,2
5857,商品51,6
5857,商品93,7
5857,商品12,8
5857,商品27,9
5857,商品64,3
5857,商品13,10
5857,商品106,8
5857,商品18,2
5857,商品40,3
5857,商品129,1
5857,商品32,10
5857,商品133,6
5857,商品86,10
5857,商品53,4
5858,商品51,10
5858,商品37,6
5858,商品6,5
5858,商品18,6
5858,商品81,1
5859,商品25,5
5860,商品51,6
5860,商品30,1
5860,商品5,4
5860,商品43,7
5860,商品12,10
5860,商品8,1
5860,商品52,2
5860,商品36,5
5861,商品46,8
5862,商品150,4
5863,商品93,1
5863,商品8,9
5863,商品50,10
5863,商品57,5
5863,商品53,3
5864,商品5,9
5864,商品8,6
5864,商品6,10
5864,商品78,8
5864,商品25,8
5864,商品32,6
5864,商品57,8
5864,商品58,2
5865,商品132,6
5865,商品92,4
5866,商品8,10
5867,商品25,2
5867,商品32,6
5867,商品121,4
5868,商品12,3
5868,商品8,1
5868,商品52,8
5869,商品32,9
5869,商品20,6
5869,商品130,10
5870,商品31,7
5870,商品12,1
5871,商品66,6
5871,商品40,10
5871,商品57,1
5872,商品82,3
5872,商品20,6
5873,商品15,8
5873,商品69,5
5873,商品24,4
5873,商品26,4
5873,商品48,9
5874,商品8,3
5874,商品10,10
5874,商品140,4
5874,商品58,1
5874,商品29,7
5874,商品101,4
5875,商品40,5
5876,商品5,4
5876,商品75,1
5877,商品68,5
5877,商品50,10
5878,商品12,10
5879,商品43,4
5879,商品20,3
5879,商品26,2
5880,商品71,9
5880,商品5,2
5880,商品116,2
5880,商品32,6
5880,商品50,8
5881,商品18,4
5882,商品40,9
5882,商品32,2
5883,商品35,6
5884,商品76,7
5885,商品51,6
5885,商品43,7
5885,商品37,2
5885,商品6,10
5885,商品84,8
5885,商品52,4
5885,商品32,7
5885,商品48,5
5886,商品12,1
5886,商品13,5
5886,商品7,10
5886,商品42,5
5887,商品8,9
5887,商品40,1
5888,商品43,2
5888,商品93,1
5888,商品12,2
5888,商品8,1
5889,商品78,6
5890,商品50,2
5891,商品5,5
5891,商品12,5
5891,商品6,5
5891,商品76,8
5892,商品1,7
5892,商品12,9
5892,商品37,1
5892,商品6,10
5892,商品3,4
5892,商品34,9
5892,商品62,1
5892,商品73,9
5892,商品87,7
