商品ID,商品名称,品类
42632,商品6105,品类159
42638,商品6106,品类36
42718,商品6107,品类66
42723,商品6108,品类67
42725,商品6109,品类5
42728,商品6110,品类15
42730,商品6111,品类12
42732,商品6112,品类5
42734,商品6113,品类177
42738,商品6114,品类527
42740,商品6115,品类5
42761,商品6116,品类300
42943,商品6117,品类55
42946,商品6118,品类107
43289,商品6119,品类675
43333,商品6120,品类15
43376,商品6121,品类24
43396,商品6122,品类12
43419,商品6123,品类676
43460,商品6124,品类36
43549,商品6125,品类677
43556,商品6126,品类12
43558,商品6127,品类155
43560,商品6128,品类83
43677,商品6129,品类24
43679,商品6130,品类262
43684,商品6131,品类4
43708,商品6132,品类299
43744,商品6133,品类4
43836,商品6134,品类432
43869,商品6135,品类338
43871,商品6136,品类47
43904,商品6137,品类93
43908,商品6138,品类12
43912,商品6139,品类14
43914,商品6140,品类12
43917,商品6141,品类457
43919,商品6142,品类3
43921,商品6143,品类6
43928,商品6144,品类678
43930,商品6145,品类3
43932,商品6146,品类679
43936,商品6147,品类137
44004,商品6148,品类3
44020,商品6149,品类680
44022,商品6150,品类338
44189,商品6151,品类15
44191,商品6152,品类681
44193,商品6153,品类3
44195,商品6154,品类36
44197,商品6155,品类62
44199,商品6156,品类47
44204,商品6157,品类14
44225,商品6158,品类83
44238,商品6159,品类243
44241,商品6160,品类243
44243,商品6161,品类682
44301,商品6162,品类14
44397,商品6163,品类42
44399,商品6164,品类300
44511,商品6165,品类37
44555,商品6166,品类223
44597,商品6167,品类683
44613,商品6168,品类12
44633,商品6169,品类37
44657,商品6170,品类12
44665,商品6171,品类57
44694,商品6172,品类36
44709,商品6173,品类12
44719,商品6174,品类12
44731,商品6175,品类120
44759,商品6176,品类159
44761,商品6177,品类684
44773,商品6178,品类10
44777,商品6179,品类249
44788,商品6180,品类37
44828,商品6181,品类249
44840,商品6182,品类5
44849,商品6183,品类685
44851,商品6184,品类5
44864,商品6185,品类4
44889,商品6186,品类308
44929,商品6187,品类15
44931,商品6188,品类12
44937,商品6189,品类14
44943,商品6190,品类37
44972,商品6191,品类10
44974,商品6192,品类32
45028,商品6193,品类308
45062,商品6194,品类47
45074,商品6195,品类1
45081,商品6196,品类352
45106,商品6197,品类36
45175,商品6198,品类36
45183,商品6199,品类119
45186,商品6200,品类9
45208,商品6201,品类263
45210,商品6202,品类14
45221,商品6203,品类5
45361,商品6204,品类110
45382,商品6205,品类15
45431,商品6206,品类338
45440,商品6207,品类36
45442,商品6208,品类686
45447,商品6209,品类104
45499,商品6210,品类34
45501,商品6211,品类4
45503,商品6212,品类12
45517,商品6213,品类177
45635,商品6214,品类12
45648,商品6215,品类36
45658,商品6216,品类12
45662,商品6217,品类93
45666,商品6218,品类5
45668,商品6219,品类86
45672,商品6220,品类687
45720,商品6221,品类36
45722,商品6222,品类26
45726,商品6223,品类5
45728,商品6224,品类5
45730,商品6225,品类324
45732,商品6226,品类254
45880,商品6227,品类15
45928,商品6228,品类37
45950,商品6229,品类37
45969,商品6230,品类3
46062,商品6231,品类688
46105,商品6232,品类689
46231,商品6233,品类12
46322,商品6234,品类133
46335,商品6235,品类38
46337,商品6236,品类177
46347,商品6237,品类37
46367,商品6238,品类137
46530,商品6239,品类481
46559,商品6240,品类24
46572,商品6241,品类32
46574,商品6242,品类5
46578,商品6243,品类302
46664,商品6244,品类104
46723,商品6245,品类32
46772,商品6246,品类5
46850,商品6247,品类37
46855,商品6248,品类557
46862,商品6249,品类12
46865,商品6250,品类5
46948,商品6251,品类690
46965,商品6252,品类35
46967,商品6253,品类691
46970,商品6254,品类107
46972,商品6255,品类692
46974,商品6256,品类12
46976,商品6257,品类272
47044,商品6258,品类38
47099,商品6259,品类12
47122,商品6260,品类3
47124,商品6261,品类693
47200,商品6262,品类41
47202,商品6263,品类15
47254,商品6264,品类38
47261,商品6265,品类469
47382,商品6266,品类15
47384,商品6267,品类675
47404,商品6268,品类694
47423,商品6269,品类12
47446,商品6270,品类104
47465,商品6271,品类347
47491,商品6272,品类36
47516,商品6273,品类212
47518,商品6274,品类5
47538,商品6275,品类48
47566,商品6276,品类229
47610,商品6277,品类350
47629,商品6278,品类12
47640,商品6279,品类5
47644,商品6280,品类12
47646,商品6281,品类695
47721,商品6282,品类284
47725,商品6283,品类272
47736,商品6284,品类5
47774,商品6285,品类71
47793,商品6286,品类15
47810,商品6287,品类262
47894,商品6288,品类24
47937,商品6289,品类69
47950,商品6290,品类159
47952,商品6291,品类343
47970,商品6292,品类36
47978,商品6293,品类12
47997,商品6294,品类696
47999,商品6295,品类221
48001,商品6296,品类15
48032,商品6297,品类106
48043,商品6298,品类86
48045,商品6299,品类5
48082,商品6300,品类272
48142,商品6301,品类159
48150,商品6302,品类67
48161,商品6303,品类12
48214,商品6304,品类12
48262,商品6305,品类37
48304,商品6306,品类382
48319,商品6307,品类252
48322,商品6308,品类299
48326,商品6309,品类12
48342,商品6310,品类4
48385,商品6311,品类5
48394,商品6312,品类347
48412,商品6313,品类40
48414,商品6314,品类697
48416,商品6315,品类33
48516,商品6316,品类47
48518,商品6317,品类93
48520,商品6318,品类5
48560,商品6319,品类36
48593,商品6320,品类118
48596,商品6321,品类96
48598,商品6322,品类12
48638,商品6323,品类15
48649,商品6324,品类24
48678,商品6325,品类35
48696,商品6326,品类15
48698,商品6327,品类37
48738,商品6328,品类32
48741,商品6329,品类37
48744,商品6330,品类4
48774,商品6331,品类568
48780,商品6332,品类311
48783,商品6333,品类24
48872,商品6334,品类98
48877,商品6335,品类151
48879,商品6336,品类32
48883,商品6337,品类159
48982,商品6338,品类416
48997,商品6339,品类47
49013,商品6340,品类71
49110,商品6341,品类84
49130,商品6342,品类4
49132,商品6343,品类37
49220,商品6344,品类5
49263,商品6345,品类299
49265,商品6346,品类698
49272,商品6347,品类9
49274,商品6348,品类697
49276,商品6349,品类5
49278,商品6350,品类34
49280,商品6351,品类12
49284,商品6352,品类4
49286,商品6353,品类3
49314,商品6354,品类25
49347,商品6355,品类12
49389,商品6356,品类699
49396,商品6357,品类329
49524,商品6358,品类12
49530,商品6359,品类700
49647,商品6360,品类701
49649,商品6361,品类26
49651,商品6362,品类133
49666,商品6363,品类86
49688,商品6364,品类46
49735,商品6365,品类5
49772,商品6366,品类15
49793,商品6367,品类12
49822,商品6368,品类32
49824,商品6369,品类82
49910,商品6370,品类12
49917,商品6371,品类37
49932,商品6372,品类104
49957,商品6373,品类36
49961,商品6374,品类12
50003,商品6375,品类170
50005,商品6376,品类133
50064,商品6377,品类104
50068,商品6378,品类24
50147,商品6379,品类343
50158,商品6380,品类82
50160,商品6381,品类12
50189,商品6382,品类3
50274,商品6383,品类15
50354,商品6384,品类5
50356,商品6385,品类5
50440,商品6386,品类93
50442,商品6387,品类14
50445,商品6388,品类343
50514,商品6389,品类12
50601,商品6390,品类2
50610,商品6391,品类5
50613,商品6392,品类67
50658,商品6393,品类37
50685,商品6394,品类4
50740,商品6395,品类37
50792,商品6396,品类4
50794,商品6397,品类38
50796,商品6398,品类702
50798,商品6399,品类79
50800,商品6400,品类42
50802,商品6401,品类4
50804,商品6402,品类42
50806,商品6403,品类3
50842,商品6404,品类36
50851,商品6405,品类37
50872,商品6406,品类219
50912,商品6407,品类161
50923,商品6408,品类12
50942,商品6409,品类5
50954,商品6410,品类3
50999,商品6411,品类416
51024,商品6412,品类341
51037,商品6413,品类104
51077,商品6414,品类703
51080,商品6415,品类32
51082,商品6416,品类3
51084,商品6417,品类3
51086,商品6418,品类104
51088,商品6419,品类5
51091,商品6420,品类12
51167,商品6421,品类12
51174,商品6422,品类12
51255,商品6423,品类704
51314,商品6424,品类238
51357,商品6425,品类47
51412,商品6426,品类34
51471,商品6427,品类15
51498,商品6428,品类10
51540,商品6429,品类47
51545,商品6430,品类705
51562,商品6431,品类349
51573,商品6432,品类589
51575,商品6433,品类79
51662,商品6434,品类706
51666,商品6435,品类262
51694,商品6436,品类15
51698,商品6437,品类318
51705,商品6438,品类3
51709,商品6439,品类707
51834,商品6440,品类15
51884,商品6441,品类15
51903,商品6442,品类4
51925,商品6443,品类708
51927,商品6444,品类262
51931,商品6445,品类12
51933,商品6446,品类12
51935,商品6447,品类96
51937,商品6448,品类93
51939,商品6449,品类596
52042,商品6450,品类59
52241,商品6451,品类47
52245,商品6452,品类3
52279,商品6453,品类5
52281,商品6454,品类709
52283,商品6455,品类93
52287,商品6456,品类668
52299,商品6457,品类37
52319,商品6458,品类252
52328,商品6459,品类710
52375,商品6460,品类14
52435,商品6461,品类553
52458,商品6462,品类32
52462,商品6463,品类711
52579,商品6464,品类82
52604,商品6465,品类159
52644,商品6466,品类93
52668,商品6467,品类4
52694,商品6468,品类5
52712,商品6469,品类712
52715,商品6470,品类5
52722,商品6471,品类513
52724,商品6472,品类36
52730,商品6473,品类23
52767,商品6474,品类37
52784,商品6475,品类37
52831,商品6476,品类713
52867,商品6477,品类3
52885,商品6478,品类714
52950,商品6479,品类588
52952,商品6480,品类12
52967,商品6481,品类12
52973,商品6482,品类4
52975,商品6483,品类308
53000,商品6484,品类120
53022,商品6485,品类429
53024,商品6486,品类37
53121,商品6487,品类1
53123,商品6488,品类74
53125,商品6489,品类127
53127,商品6490,品类42
53129,商品6491,品类47
53138,商品6492,品类26
53140,商品6493,品类231
53143,商品6494,品类41
53161,商品6495,品类619
53280,商品6496,品类93
53318,商品6497,品类4
53322,商品6498,品类137
53326,商品6499,品类67
53355,商品6500,品类3
53435,商品6501,品类151
53447,商品6502,品类14
53450,商品6503,品类243
53453,商品6504,品类437
53460,商品6505,品类177
53464,商品6506,品类76
53466,商品6507,品类715
53468,商品6508,品类69
53519,商品6509,品类716
53550,商品6510,品类252
53574,商品6511,品类36
53578,商品6512,品类5
53808,商品6513,品类5
53883,商品6514,品类37
53894,商品6515,品类221
53921,商品6516,品类32
53953,商品6517,品类42
53956,商品6518,品类5
53972,商品6519,品类65
53974,商品6520,品类3
53993,商品6521,品类71
53996,商品6522,品类681
54001,商品6523,品类717
54004,商品6524,品类3
54116,商品6525,品类32
54121,商品6526,品类203
54185,商品6527,品类37
54190,商品6528,品类524
54256,商品6529,品类5
54259,商品6530,品类718
54272,商品6531,品类416
54274,商品6532,品类47
54276,商品6533,品类4
54281,商品6534,品类36
54286,商品6535,品类6
54354,商品6536,品类37
54372,商品6537,品类159
54503,商品6538,品类5
54617,商品6539,品类5
54648,商品6540,品类119
54686,商品6541,品类719
54732,商品6542,品类5
54734,商品6543,品类5
54736,商品6544,品类96
54745,商品6545,品类36
54768,商品6546,品类23
54771,商品6547,品类514
54780,商品6548,品类4
54785,商品6549,品类67
54787,商品6550,品类32
54796,商品6551,品类4
54881,商品6552,品类37
54908,商品6553,品类107
54910,商品6554,品类69
54934,商品6555,品类5
54962,商品6556,品类49
54995,商品6557,品类158
54997,商品6558,品类720
54999,商品6559,品类155
55020,商品6560,品类5
55036,商品6561,品类14
55052,商品6562,品类116
55061,商品6563,品类19
55067,商品6564,品类32
55069,商品6565,品类12
55071,商品6566,品类37
55080,商品6567,品类47
55094,商品6568,品类49
55110,商品6569,品类12
55112,商品6570,品类4
55116,商品6571,品类721
55118,商品6572,品类47
55156,商品6573,品类37
55167,商品6574,品类722
55190,商品6575,品类3
55205,商品6576,品类12
55207,商品6577,品类36
55232,商品6578,品类220
55241,商品6579,品类5
55245,商品6580,品类3
55247,商品6581,品类40
55250,商品6582,品类5
55253,商品6583,品类605
55259,商品6584,品类546
55261,商品6585,品类4
55267,商品6586,品类4
55269,商品6587,品类302
55272,商品6588,品类14
55274,商品6589,品类12
55276,商品6590,品类32
55278,商品6591,品类104
55280,商品6592,品类36
55282,商品6593,品类93
55290,商品6594,品类57
55292,商品6595,品类5
55294,商品6596,品类62
55363,商品6597,品类396
55391,商品6598,品类47
55442,商品6599,品类602
55444,商品6600,品类12
55451,商品6601,品类4
55492,商品6602,品类67
55553,商品6603,品类10
55555,商品6604,品类12
55577,商品6605,品类151
55620,商品6606,品类37
55687,商品6607,品类37
55721,商品6608,品类38
55729,商品6609,品类5
55765,商品6610,品类47
